Clave compendio,Clave Cucop,Descripción detallada,Codigo del expediente,Número del procedimiento o contratación,Dependencia,Número Unidad Compradora,Nombre Unidad Compradora,Fecha y hora de la publicación,Año del ejercicio presupuestal,Clave partidas,Proveedor,Número de contrato,Fecha de inicio,Fecha de fin,Importe Unitario sin Impuestos,Total Sin IVA,Total con IVA,uri,scrapped_day,total cantidad minima
,29401-0081,MICRÓFONOS INALÁMBRICOS,E-2024-00067607,AA-47-EZN-047EZN999-N-31-2024,047EZN - ARCHIVO GENERAL DE LA NACION,047EZN999,DIRECCION DE ADMINISTRACION,04/06/2024 18:22,2024,"21101,21401,24601,29401,29901",CASA VEGA EVENTOS SA DE CV,PED-004/2024,25/05/2024,27/07/2024,"$7,500.00","$30,000.00","$34,800.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/2737a9bd9f3b4d479e0ed218afe7c242/procedimiento,19/08/2024,
,24601-0019,CABLES XLR,E-2024-00067607,AA-47-EZN-047EZN999-N-31-2024,047EZN - ARCHIVO GENERAL DE LA NACION,047EZN999,DIRECCION DE ADMINISTRACION,04/06/2024 18:22,2024,"21101,21401,24601,29401,29901",CASA VEGA EVENTOS SA DE CV,PED-004/2024,25/05/2024,27/07/2024,"$2,900.70","$5,801.40","$6,729.624",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/2737a9bd9f3b4d479e0ed218afe7c242/procedimiento,19/08/2024,
,29401-0002,BOCINAS,E-2024-00067607,AA-47-EZN-047EZN999-N-31-2024,047EZN - ARCHIVO GENERAL DE LA NACION,047EZN999,DIRECCION DE ADMINISTRACION,04/06/2024 18:22,2024,"21101,21401,24601,29401,29901",CASA VEGA EVENTOS SA DE CV,PED-004/2024,25/05/2024,27/07/2024,"$7,500.00","$15,000.00","$17,400.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/2737a9bd9f3b4d479e0ed218afe7c242/procedimiento,19/08/2024,
,24601-0035,AURICULARES PROFESIONALES DE DIAFRAGMA,E-2024-00067607,AA-47-EZN-047EZN999-N-31-2024,047EZN - ARCHIVO GENERAL DE LA NACION,047EZN999,DIRECCION DE ADMINISTRACION,04/06/2024 18:22,2024,"21101,21401,24601,29401,29901",CASA VEGA EVENTOS SA DE CV,PED-004/2024,25/05/2024,27/07/2024,"$7,400.30","$7,400.30","$8,584.348",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/2737a9bd9f3b4d479e0ed218afe7c242/procedimiento,19/08/2024,
,24601-0057,SISTEMAS DE ILUMINACIÓN,E-2024-00067607,AA-47-EZN-047EZN999-N-31-2024,047EZN - ARCHIVO GENERAL DE LA NACION,047EZN999,DIRECCION DE ADMINISTRACION,04/06/2024 18:22,2024,"21101,21401,24601,29401,29901",CASA VEGA EVENTOS SA DE CV,PED-004/2024,25/05/2024,27/07/2024,"$7,500.00","$7,500.00","$8,700.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/2737a9bd9f3b4d479e0ed218afe7c242/procedimiento,19/08/2024,
,24601-0057,REFLECTORES DE LUZ,E-2024-00067607,AA-47-EZN-047EZN999-N-31-2024,047EZN - ARCHIVO GENERAL DE LA NACION,047EZN999,DIRECCION DE ADMINISTRACION,04/06/2024 18:22,2024,"21101,21401,24601,29401,29901",CASA VEGA EVENTOS SA DE CV,PED-004/2024,25/05/2024,27/07/2024,"$6,467.00","$12,934.00","$15,003.44",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/2737a9bd9f3b4d479e0ed218afe7c242/procedimiento,19/08/2024,
,24601-0019,CABLES ADAPTADORES DE AUDIO,E-2024-00067607,AA-47-EZN-047EZN999-N-31-2024,047EZN - ARCHIVO GENERAL DE LA NACION,047EZN999,DIRECCION DE ADMINISTRACION,04/06/2024 18:22,2024,"21101,21401,24601,29401,29901",CASA VEGA EVENTOS SA DE CV,PED-004/2024,25/05/2024,27/07/2024,"$1,000.00","$2,000.00","$2,320.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/2737a9bd9f3b4d479e0ed218afe7c242/procedimiento,19/08/2024,
,29401-0068,CABLES HDMI,E-2024-00067607,AA-47-EZN-047EZN999-N-31-2024,047EZN - ARCHIVO GENERAL DE LA NACION,047EZN999,DIRECCION DE ADMINISTRACION,04/06/2024 18:22,2024,"21101,21401,24601,29401,29901",CASA VEGA EVENTOS SA DE CV,PED-004/2024,25/05/2024,27/07/2024,"$2,500.00","$5,000.00","$5,800.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/2737a9bd9f3b4d479e0ed218afe7c242/procedimiento,19/08/2024,
,24601-0098,MULTICONTACTOS DE USB,E-2024-00067607,AA-47-EZN-047EZN999-N-31-2024,047EZN - ARCHIVO GENERAL DE LA NACION,047EZN999,DIRECCION DE ADMINISTRACION,04/06/2024 18:22,2024,"21101,21401,24601,29401,29901",CASA VEGA EVENTOS SA DE CV,PED-004/2024,25/05/2024,27/07/2024,$500.00,"$1,000.00","$1,160.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/2737a9bd9f3b4d479e0ed218afe7c242/procedimiento,19/08/2024,
,29401-0070,TARJETA DE CAPTURA DE VIDEO,E-2024-00067607,AA-47-EZN-047EZN999-N-31-2024,047EZN - ARCHIVO GENERAL DE LA NACION,047EZN999,DIRECCION DE ADMINISTRACION,04/06/2024 18:22,2024,"21101,21401,24601,29401,29901",CASA VEGA EVENTOS SA DE CV,PED-004/2024,25/05/2024,27/07/2024,"$3,600.00","$3,600.00","$4,176.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/2737a9bd9f3b4d479e0ed218afe7c242/procedimiento,19/08/2024,
,21401-0026,"DISCOS DUROS EXTERNOS HDD HD710P,4 TB",E-2024-00067607,AA-47-EZN-047EZN999-N-31-2024,047EZN - ARCHIVO GENERAL DE LA NACION,047EZN999,DIRECCION DE ADMINISTRACION,04/06/2024 18:22,2024,"21101,21401,24601,29401,29901",CASA VEGA EVENTOS SA DE CV,PED-004/2024,25/05/2024,27/07/2024,"$8,472.00","$42,360.00","$49,137.60",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/2737a9bd9f3b4d479e0ed218afe7c242/procedimiento,19/08/2024,
,24601-0094,EXTENSIONES DE USO RUDO REFORZADA PARA EXTERIOR 10 METROS,E-2024-00067607,AA-47-EZN-047EZN999-N-31-2024,047EZN - ARCHIVO GENERAL DE LA NACION,047EZN999,DIRECCION DE ADMINISTRACION,04/06/2024 18:22,2024,"21101,21401,24601,29401,29901",CASA VEGA EVENTOS SA DE CV,PED-004/2024,25/05/2024,27/07/2024,"$1,000.00","$1,000.00","$1,160.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/2737a9bd9f3b4d479e0ed218afe7c242/procedimiento,19/08/2024,
,24601-0094,EXTENSIONES DE USO RUDO REFORZADA PARA EXTERIOR 20 METROS,E-2024-00067607,AA-47-EZN-047EZN999-N-31-2024,047EZN - ARCHIVO GENERAL DE LA NACION,047EZN999,DIRECCION DE ADMINISTRACION,04/06/2024 18:22,2024,"21101,21401,24601,29401,29901",CASA VEGA EVENTOS SA DE CV,PED-004/2024,25/05/2024,27/07/2024,"$1,500.00","$1,500.00","$1,740.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/2737a9bd9f3b4d479e0ed218afe7c242/procedimiento,19/08/2024,
,24601-0098,MULTICONTACTOS DE USO RUDO DE 15 PIES,E-2024-00067607,AA-47-EZN-047EZN999-N-31-2024,047EZN - ARCHIVO GENERAL DE LA NACION,047EZN999,DIRECCION DE ADMINISTRACION,04/06/2024 18:22,2024,"21101,21401,24601,29401,29901",CASA VEGA EVENTOS SA DE CV,PED-004/2024,25/05/2024,27/07/2024,"$1,500.00","$1,500.00","$1,740.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/2737a9bd9f3b4d479e0ed218afe7c242/procedimiento,19/08/2024,
,21101-0067,CINTAS PARA PROTECCIÓN DE ETIQUETAS DE DATOS DE LIBROS,E-2024-00067607,AA-47-EZN-047EZN999-N-31-2024,047EZN - ARCHIVO GENERAL DE LA NACION,047EZN999,DIRECCION DE ADMINISTRACION,04/06/2024 18:22,2024,"21101,21401,24601,29401,29901",CASA VEGA EVENTOS SA DE CV,PED-004/2024,25/05/2024,27/07/2024,$642.85,"$22,499.75","$26,099.71",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/2737a9bd9f3b4d479e0ed218afe7c242/procedimiento,19/08/2024,
,29401-0081,MEGÁFONO,E-2024-00067607,AA-47-EZN-047EZN999-N-31-2024,047EZN - ARCHIVO GENERAL DE LA NACION,047EZN999,DIRECCION DE ADMINISTRACION,04/06/2024 18:22,2024,"21101,21401,24601,29401,29901",CASA VEGA EVENTOS SA DE CV,PED-004/2024,25/05/2024,27/07/2024,"$7,186.67","$7,186.67","$8,336.5372",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/2737a9bd9f3b4d479e0ed218afe7c242/procedimiento,19/08/2024,
,29401-0081,MICRÓFONO ALÁMBRICO PROFESIONAL MR-610,E-2024-00067607,AA-47-EZN-047EZN999-N-31-2024,047EZN - ARCHIVO GENERAL DE LA NACION,047EZN999,DIRECCION DE ADMINISTRACION,04/06/2024 18:22,2024,"21101,21401,24601,29401,29901",CASA VEGA EVENTOS SA DE CV,PED-004/2024,25/05/2024,27/07/2024,"$3,850.00","$7,700.00","$8,932.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/2737a9bd9f3b4d479e0ed218afe7c242/procedimiento,19/08/2024,
,29901-0057,SOPORTE DE MICRÓFONO PARA MESA PODCAST CON EXTENSIÓN,E-2024-00067607,AA-47-EZN-047EZN999-N-31-2024,047EZN - ARCHIVO GENERAL DE LA NACION,047EZN999,DIRECCION DE ADMINISTRACION,04/06/2024 18:22,2024,"21101,21401,24601,29401,29901",CASA VEGA EVENTOS SA DE CV,PED-004/2024,25/05/2024,27/07/2024,$344.75,$689.50,$799.82,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/2737a9bd9f3b4d479e0ed218afe7c242/procedimiento,19/08/2024,
,21101-0041,"ARTÍCULOS DE PAPELERÍA, LA ENTREGA DE LOS BIENES SE EFECTUARÁ EL DÍA 16 DE ENERO DE 2024, CORRESPONDIENTE A LA ACCIÓN 1.2.3",E-2023-00134181,AA-72-034-913010944-N-117-2023,072034 - SECRETARÍA DE EDUCACIÓN PÚBLICA,913010944,DIRECCIÓN GENERAL DE ADMINISTRACIÓN DE LA SUBSECRETARÍA DE ADMINISTRACIÓN Y FINANZAS,28/12/2023 16:38,2023,21101,ALAN ESTEBAN TELLEZ ESPINOSA,AA-072034913010944-N-98-2023,16/01/2024,16/01/2024,"$39,224.14","$39,224.14","$45,500.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/b5058c19ce7d4a39965ce3bb18a707a9/procedimiento,19/08/2024,
,21101-0113,TERMO BROADPEAK CON CAPACIDAD DE 540 ML. CON FOTOGRAFIA IMPRESA EN VINILO EN MEDIDAS DE 6CM. 4 COLORES DE TERMO DIFERENTES.,E-2023-00074502,AA-38-9ZU-0389ZU001-N-257-2023,0389ZU - CENTRO DE INGENIERIA Y DESARROLLO INDUSTRIAL,0389ZU001,SUBDIRECCION DE RECURSOS MTERIALES Y SERVICIOS GENERALES,20/09/2023 15:46,2023,21101,ALIAS COMERCIAL SA DE CV,100116777 - ALIAS COMERCIAL SA DE CV,07/07/2023,05/09/2023,"$36,960.00","$3,696.00","$9,609.60",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/eab561a41e8e42948256c36908ed918e/procedimiento,19/08/2024,
,21201-0030,TONER PARA IMPRESORA BROTHER HL-5140 (CLAVE: TN-570),E-2024-00062270,AA-48-L6U-048L6U001-N-112-2024,"048L6U - COMPANIA OPERADORA DEL CENTRO CULTURAL Y TURISTICO DE TIJUANA, S.A. DE C.V.",048L6U001,GERENCIA DE RECURSOS MATERIALES,29/05/2024 17:46,2024,"21101,21201,21401,21701,22102,29401",IMPRESOS Y PAPELERIA OCAÑA S DE RL DE CV,AD42-048L6U001-138-2024,09/01/2024,31/07/2024,"$10,653.14","$10,653.14","$11,505.39",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c349e210744448c0b5d3e84fb28b9ed7/procedimiento,19/08/2024,
,21101-0034,CAJAS ARCHIVADORAS (TIPO CONTABLES) DE 5 PLG.,E-2024-00062270,AA-48-L6U-048L6U001-N-112-2024,"048L6U - COMPANIA OPERADORA DEL CENTRO CULTURAL Y TURISTICO DE TIJUANA, S.A. DE C.V.",048L6U001,GERENCIA DE RECURSOS MATERIALES,29/05/2024 17:46,2024,"21101,21201,21401,21701,22102,29401",IMPRESOS Y PAPELERIA OCAÑA S DE RL DE CV,AD42-048L6U001-138-2024,09/01/2024,31/07/2024,"$15,432.09","$15,432.09","$16,666.66",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c349e210744448c0b5d3e84fb28b9ed7/procedimiento,19/08/2024,
,21401-0027,DISPOSITIVO DE ALMACENAMIENTO USB 1TB,E-2024-00062270,AA-48-L6U-048L6U001-N-112-2024,"048L6U - COMPANIA OPERADORA DEL CENTRO CULTURAL Y TURISTICO DE TIJUANA, S.A. DE C.V.",048L6U001,GERENCIA DE RECURSOS MATERIALES,29/05/2024 17:46,2024,"21101,21201,21401,21701,22102,29401",IMPRESOS Y PAPELERIA OCAÑA S DE RL DE CV,AD42-048L6U001-138-2024,09/01/2024,31/07/2024,"$10,653.14","$10,653.14","$11,505.39",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c349e210744448c0b5d3e84fb28b9ed7/procedimiento,19/08/2024,
,29401-0057,DISCO DURO USB 2. DESKTOP HARD DRIVE VERBATIM ART.96865 MOD.,E-2024-00062270,AA-48-L6U-048L6U001-N-112-2024,"048L6U - COMPANIA OPERADORA DEL CENTRO CULTURAL Y TURISTICO DE TIJUANA, S.A. DE C.V.",048L6U001,GERENCIA DE RECURSOS MATERIALES,29/05/2024 17:46,2024,"21101,21201,21401,21701,22102,29401",IMPRESOS Y PAPELERIA OCAÑA S DE RL DE CV,AD42-048L6U001-138-2024,09/01/2024,31/07/2024,"$10,653.14","$10,653.14","$11,505.39",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c349e210744448c0b5d3e84fb28b9ed7/procedimiento,19/08/2024,
,21701-0007,PAPEL BOND DE COLORES (VARIOS COLORES) RESMAS,E-2024-00062270,AA-48-L6U-048L6U001-N-112-2024,"048L6U - COMPANIA OPERADORA DEL CENTRO CULTURAL Y TURISTICO DE TIJUANA, S.A. DE C.V.",048L6U001,GERENCIA DE RECURSOS MATERIALES,29/05/2024 17:46,2024,"21101,21201,21401,21701,22102,29401",IMPRESOS Y PAPELERIA OCAÑA S DE RL DE CV,AD42-048L6U001-138-2024,09/01/2024,31/07/2024,"$29,768.99","$29,768.99","$32,150.51",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c349e210744448c0b5d3e84fb28b9ed7/procedimiento,19/08/2024,
,22102-0394,BOTANAS,E-2024-00062270,AA-48-L6U-048L6U001-N-112-2024,"048L6U - COMPANIA OPERADORA DEL CENTRO CULTURAL Y TURISTICO DE TIJUANA, S.A. DE C.V.",048L6U001,GERENCIA DE RECURSOS MATERIALES,29/05/2024 17:46,2024,"21101,21201,21401,21701,22102,29401",IMPRESOS Y PAPELERIA OCAÑA S DE RL DE CV,AD42-048L6U001-138-2024,09/01/2024,31/07/2024,"$15,432.09","$15,432.09","$16,666.66",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/c349e210744448c0b5d3e84fb28b9ed7/procedimiento,19/08/2024,
,1,BOLSAS REFORZADAS BIODEGRADABLES (1M X,E-2024-00082420,AA-82-031-823009999-N-2-2024,082031 - TULUM,823009999,OFICIALÍA MAYOR,26/07/2024 14:31,2024,"21601,25401,26102",COMERCIALIZADORA ROCAMAYA SA DE CV,MT/OM/RMS/ZOFEMAT30%/ADQ/AD/002/2024,25/07/2024,30/08/2024,$101.72,"$3,051.60","$3,539.856",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/12521ce831f94c709a4f1c629c9f27ab/procedimiento,19/08/2024,
,2,BOLSAS REFORZADAS BIODEGRADABLES (50 CM X 70 CM),E-2024-00082420,AA-82-031-823009999-N-2-2024,082031 - TULUM,823009999,OFICIALÍA MAYOR,26/07/2024 14:31,2024,"21601,25401,26102",COMERCIALIZADORA ROCAMAYA SA DE CV,MT/OM/RMS/ZOFEMAT30%/ADQ/AD/002/2024,25/07/2024,30/08/2024,$101.72,"$4,577.40","$5,309.784",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/12521ce831f94c709a4f1c629c9f27ab/procedimiento,19/08/2024,
,3,CUBETA DE 15 KG DE GRASA PARA LLANTAS,E-2024-00082420,AA-82-031-823009999-N-2-2024,082031 - TULUM,823009999,OFICIALÍA MAYOR,26/07/2024 14:31,2024,"21601,25401,26102",COMERCIALIZADORA ROCAMAYA SA DE CV,MT/OM/RMS/ZOFEMAT30%/ADQ/AD/002/2024,25/07/2024,30/08/2024,"$2,828.98","$8,486.94","$9,844.8504",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/12521ce831f94c709a4f1c629c9f27ab/procedimiento,19/08/2024,
,4,FRANELAS ABSORBENTE REUTILIZABLE DE 30 CM X 30 CM,E-2024-00082420,AA-82-031-823009999-N-2-2024,082031 - TULUM,823009999,OFICIALÍA MAYOR,26/07/2024 14:31,2024,"21601,25401,26102",COMERCIALIZADORA ROCAMAYA SA DE CV,MT/OM/RMS/ZOFEMAT30%/ADQ/AD/002/2024,25/07/2024,30/08/2024,$38.00,$684.00,$793.44,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/12521ce831f94c709a4f1c629c9f27ab/procedimiento,19/08/2024,
,5,ESCOBAS DE PLASTICO TIPO ABANICO CORTO CON MANGO DE MADERA,E-2024-00082420,AA-82-031-823009999-N-2-2024,082031 - TULUM,823009999,OFICIALÍA MAYOR,26/07/2024 14:31,2024,"21601,25401,26102",COMERCIALIZADORA ROCAMAYA SA DE CV,MT/OM/RMS/ZOFEMAT30%/ADQ/AD/002/2024,25/07/2024,30/08/2024,$96.00,$672.00,$779.52,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/12521ce831f94c709a4f1c629c9f27ab/procedimiento,19/08/2024,
,6,"RECOGEDOR JUMBO (MANGO DE ALUMINIO Y RECOGEDOR DURADERO DE PLÁSTICO DE ALTO IMPACTO, CON SEGURO PARA QUEDARSE FIJO O ABATIBLE PARA ALMACENARSE COLGADO)",E-2024-00082420,AA-82-031-823009999-N-2-2024,082031 - TULUM,823009999,OFICIALÍA MAYOR,26/07/2024 14:31,2024,"21601,25401,26102",COMERCIALIZADORA ROCAMAYA SA DE CV,MT/OM/RMS/ZOFEMAT30%/ADQ/AD/002/2024,25/07/2024,30/08/2024,"$1,716.00","$1,716.00","$1,990.56",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/12521ce831f94c709a4f1c629c9f27ab/procedimiento,19/08/2024,
,7,"CEPILLO CERDAS RIGIDAS, CON MANGO DE PLASTICO",E-2024-00082420,AA-82-031-823009999-N-2-2024,082031 - TULUM,823009999,OFICIALÍA MAYOR,26/07/2024 14:31,2024,"21601,25401,26102",COMERCIALIZADORA ROCAMAYA SA DE CV,MT/OM/RMS/ZOFEMAT30%/ADQ/AD/002/2024,25/07/2024,30/08/2024,$76.46,$764.60,$886.936,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/12521ce831f94c709a4f1c629c9f27ab/procedimiento,19/08/2024,
,8,FIBRA DE ESPONJA DOMESTICA SCOTCH BRITE,E-2024-00082420,AA-82-031-823009999-N-2-2024,082031 - TULUM,823009999,OFICIALÍA MAYOR,26/07/2024 14:31,2024,"21601,25401,26102",COMERCIALIZADORA ROCAMAYA SA DE CV,MT/OM/RMS/ZOFEMAT30%/ADQ/AD/002/2024,25/07/2024,30/08/2024,$38.20,$458.40,$531.744,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/12521ce831f94c709a4f1c629c9f27ab/procedimiento,19/08/2024,
,9,AEROSOL MULTIUSOS DE 11 OZ (AFLOJATODO),E-2024-00082420,AA-82-031-823009999-N-2-2024,082031 - TULUM,823009999,OFICIALÍA MAYOR,26/07/2024 14:31,2024,"21601,25401,26102",COMERCIALIZADORA ROCAMAYA SA DE CV,MT/OM/RMS/ZOFEMAT30%/ADQ/AD/002/2024,25/07/2024,30/08/2024,$222.40,"$5,115.20","$5,933.632",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/12521ce831f94c709a4f1c629c9f27ab/procedimiento,19/08/2024,
,10,ANTICORROSIVO: RUST-OLEUM RECUBRIMIENTO PARA CAJA DE LA CAMIONETA DE 128 OZ,E-2024-00082420,AA-82-031-823009999-N-2-2024,082031 - TULUM,823009999,OFICIALÍA MAYOR,26/07/2024 14:31,2024,"21601,25401,26102",COMERCIALIZADORA ROCAMAYA SA DE CV,MT/OM/RMS/ZOFEMAT30%/ADQ/AD/002/2024,25/07/2024,30/08/2024,"$2,931.02","$23,448.16","$27,199.8656",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/12521ce831f94c709a4f1c629c9f27ab/procedimiento,19/08/2024,
,11,RALOY POWER CI-4 PLUS 15W40 CUBETA 19 LTS,E-2024-00082420,AA-82-031-823009999-N-2-2024,082031 - TULUM,823009999,OFICIALÍA MAYOR,26/07/2024 14:31,2024,"21601,25401,26102",COMERCIALIZADORA ROCAMAYA SA DE CV,MT/OM/RMS/ZOFEMAT30%/ADQ/AD/002/2024,25/07/2024,30/08/2024,"$4,419.78","$13,259.34","$15,380.8344",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/12521ce831f94c709a4f1c629c9f27ab/procedimiento,19/08/2024,
,12,BOTIQUIN BASICO,E-2024-00082420,AA-82-031-823009999-N-2-2024,082031 - TULUM,823009999,OFICIALÍA MAYOR,26/07/2024 14:31,2024,"21601,25401,26102",COMERCIALIZADORA ROCAMAYA SA DE CV,MT/OM/RMS/ZOFEMAT30%/ADQ/AD/002/2024,25/07/2024,30/08/2024,$305.16,"$3,051.60","$3,539.856",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/12521ce831f94c709a4f1c629c9f27ab/procedimiento,19/08/2024,
,13,CLORO DE 10 LITROS,E-2024-00082420,AA-82-031-823009999-N-2-2024,082031 - TULUM,823009999,OFICIALÍA MAYOR,26/07/2024 14:31,2024,"21601,25401,26102",COMERCIALIZADORA ROCAMAYA SA DE CV,MT/OM/RMS/ZOFEMAT30%/ADQ/AD/002/2024,25/07/2024,30/08/2024,$194.00,$388.52,$450.68,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/12521ce831f94c709a4f1c629c9f27ab/procedimiento,19/08/2024,
,14,DETERGENTE LIQUIDO PERSIL DE 10 LITROS,E-2024-00082420,AA-82-031-823009999-N-2-2024,082031 - TULUM,823009999,OFICIALÍA MAYOR,26/07/2024 14:31,2024,"21601,25401,26102",COMERCIALIZADORA ROCAMAYA SA DE CV,MT/OM/RMS/ZOFEMAT30%/ADQ/AD/002/2024,25/07/2024,30/08/2024,$585.54,$585.54,$679.2264,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/12521ce831f94c709a4f1c629c9f27ab/procedimiento,19/08/2024,
,21101-0070,"CLIP TIPO MARIPOSA GIGANTE NO. 1, CON 12 PIEZAS",E-2024-00045238,AA-50-GYR-050GYR027-N-108-2024,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR027,OFICINA DE ADQUISICIONES DE LA DELEGACION GUANAJUATO,06/06/2024 19:01,2024,21101,FORMAS EFICIENTES SA DE CV,D4P0137,07/05/2024,17/05/2024,$13.05,"$30,015.00","$34,817.40",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/4564cdcf098d48f5a4bed39a181a4ad0/procedimiento,19/08/2024,
,21101-0063,CINTA ADHESIVA (DIUREX) TRANSPARENTE MEDIDA 18 MM X 33 M.,E-2024-00045238,AA-50-GYR-050GYR027-N-108-2024,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR027,OFICINA DE ADQUISICIONES DE LA DELEGACION GUANAJUATO,06/06/2024 19:01,2024,21101,FORMAS EFICIENTES SA DE CV,D4P0137,07/05/2024,17/05/2024,$3.94,"$1,970.00","$2,285.20",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/4564cdcf098d48f5a4bed39a181a4ad0/procedimiento,19/08/2024,
,21101-0083,"DEDAL FABRICADO EN HULE NATURAL, PIGMENTADO EN COLOR ROJO, CON ASTRIADO PARAMANEJO DE HOJAS, TAMANO CHICO O MEDIANO.",E-2024-00045238,AA-50-GYR-050GYR027-N-108-2024,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR027,OFICINA DE ADQUISICIONES DE LA DELEGACION GUANAJUATO,06/06/2024 19:01,2024,21101,FORMAS EFICIENTES SA DE CV,D4P0137,07/05/2024,17/05/2024,$1.40,"$2,800.00","$3,248.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/4564cdcf098d48f5a4bed39a181a4ad0/procedimiento,19/08/2024,
,21101-0026,BOLIGRAFO PUNTO METALICO PUNTO MEDIANO CAJA CON DE 12 PIEZAS COLOR NEGRO.,E-2024-00045238,AA-50-GYR-050GYR027-N-108-2024,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR027,OFICINA DE ADQUISICIONES DE LA DELEGACION GUANAJUATO,06/06/2024 19:01,2024,21101,FORMAS EFICIENTES SA DE CV,D4P0137,07/05/2024,17/05/2024,$16.41,"$32,820.00","$38,071.20",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/4564cdcf098d48f5a4bed39a181a4ad0/procedimiento,19/08/2024,
,21101-0026,BOLIGRAFO PUNTO METALICO PUNTO MEDIANO CAJA CON DE 12 PIEZAS COLOR AZUL.,E-2024-00045238,AA-50-GYR-050GYR027-N-108-2024,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR027,OFICINA DE ADQUISICIONES DE LA DELEGACION GUANAJUATO,06/06/2024 19:01,2024,21101,FORMAS EFICIENTES SA DE CV,D4P0137,07/05/2024,17/05/2024,$16.41,"$32,820.00","$38,071.20",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/4564cdcf098d48f5a4bed39a181a4ad0/procedimiento,19/08/2024,
